Id,ManagementAreaId,SampleDate,Fat,Protein,ES,EQ,Bacteria,SomaticCellCount,Urea,FreezingPoint,Breed,Species,Target
2552,1898,2023-02-27,4.81,3.69,8.5,8.5,2011,1835,0.0,0.565,Florida,Cabra,Veterinarian intervention
2553,1898,2023-02-25,4.82,3.65,8.47,8.47,22,1854,0.0,0.567,Florida,Cabra,Treatment
2554,1903,2023-02-25,4.73,3.32,8.05,8.05,97,990,614.0,0.554,Malagueña,Cabra,Treatment
2555,1901,2023-02-23,4.79,3.72,13.86,8.51,42,1319,561.0,0.56,Malagueña,Cabra,Treatment
2556,1901,2023-02-25,4.92,3.69,14.01,8.61,26,1585,543.0,0.561,Malagueña,Cabra,Treatment
2557,1901,2023-02-27,4.83,3.67,13.9,8.5,16,1580,493.0,0.564,Malagueña,Cabra,Treatment
2558,1902,2023-02-23,4.61,3.74,13.53,8.35,66,1963,559.0,0.564,Malagueña,Cabra,Treatment
2559,1902,2023-02-25,4.41,3.71,13.36,8.12,31,1127,487.0,0.561,Malagueña,Cabra,Treatment
2560,1905,2023-02-24,4.81,3.92,14.15,8.73,0,1928,460.0,0.57,Murciano-granadina,Cabra,Veterinarian intervention
2561,1905,2023-02-26,5.07,3.94,14.48,9.01,56,1723,568.0,0.572,Murciano-granadina,Cabra,Treatment
2562,1905,2023-02-28,5.05,3.95,14.47,9.0,129,1782,613.0,0.575,Murciano-granadina,Cabra,Veterinarian intervention
2569,750,2023-02-28,5.34,4.12,9.46,9.46,0,822,411.0,0.566,Malagueña,Cabra,No treatment
2570,1524,2023-03-01,4.13,3.48,7.61,7.609999999999999,411,1277,479.0,0.54,Florida,Cabra,Veterinarian intervention
2571,1867,2023-03-02,6.16,4.84,10.76,11.0,44,871,0.0,0.578,Assaf,Oveja,Treatment
2572,1867,2023-03-01,5.87,4.57,10.25,10.440000000000001,31,905,0.0,0.549,Assaf,Oveja,Treatment
2573,1903,2023-03-01,4.72,3.92,8.64,8.64,76,2086,645.0,0.56,Malagueña,Cabra,Treatment
2683,1867,2023-03-20,6.13,4.85,10.76,10.98,25,1189,0.0,0.58,Assaf,Oveja,Treatment
2684,1867,2023-03-18,5.92,4.75,10.6,10.67,28,1039,0.0,0.575,Assaf,Oveja,Treatment
2685,1898,2023-03-21,4.16,3.55,7.71,7.71,0,2000,0.0,0.567,Florida,Cabra,Treatment
2716,1898,2023-03-25,4.09,3.41,7.5,7.5,0,1749,0.0,0.568,Florida,Cabra,Treatment
2717,1894,2023-03-26,4.63,3.25,8.73,7.88,53,2081,583.0,0.56,Payoya,Cabra,Treatment
2718,1903,2023-03-24,4.34,3.16,7.5,7.5,11,826,525.0,0.566,Malagueña,Cabra,Treatment
2719,1524,2023-03-28,4.29,3.47,7.76,7.76,27,1851,495.0,0.544,Florida,Cabra,Treatment
2720,1524,2023-03-26,4.31,3.49,7.8,7.8,2590,1410,604.0,0.567,Florida,Cabra,Veterinarian intervention
2721,1867,2023-03-27,5.71,4.87,10.71,10.58,64,1049,0.0,0.577,Assaf,Oveja,Treatment
2722,1867,2023-03-25,6.02,4.84,10.66,10.86,46,1135,0.0,0.576,Assaf,Oveja,Treatment
2595,750,2023-03-04,5.15,3.88,9.03,9.030000000000001,0,756,503.0,0.562,Malagueña,Cabra,Treatment
2596,750,2023-03-02,5.23,3.97,9.2,9.200000000000001,37,799,474.0,0.568,Malagueña,Cabra,Treatment
2597,1524,2023-03-04,4.15,3.51,7.66,7.66,107,1305,507.0,0.546,Florida,Cabra,Treatment
2598,1867,2023-03-06,6.14,4.79,10.67,10.93,25,912,0.0,0.575,Assaf,Oveja,Treatment
2599,1867,2023-03-04,6.15,4.81,10.65,10.96,63,959,0.0,0.581,Assaf,Oveja,Treatment
2600,1893,2023-03-06,4.38,3.49,8.81,7.87,10,1648,666.0,0.544,Payoya,Cabra,Veterinarian intervention
2601,1898,2023-03-05,4.58,3.62,8.2,8.2,0,1956,0.0,0.567,Florida,Cabra,Treatment
2602,1898,2023-03-07,4.45,3.65,8.1,8.1,22,2488,0.0,0.568,Florida,Cabra,Treatment
2603,1903,2023-03-05,4.55,3.39,7.94,7.9399999999999995,78,799,632.0,0.552,Malagueña,Cabra,Treatment
2604,750,2023-03-08,5.17,3.83,9.0,9.0,45,882,468.0,0.566,Malagueña,Cabra,Treatment
2605,750,2023-03-06,5.32,3.83,9.15,9.15,0,820,459.0,0.56,Malagueña,Cabra,Treatment
2606,1524,2023-03-07,4.51,3.45,7.96,7.96,308,2966,542.0,0.538,Florida,Cabra,Veterinarian intervention
2607,1898,2023-03-09,4.46,3.64,8.1,8.1,0,2583,0.0,0.568,Florida,Cabra,Veterinarian intervention
2608,1903,2023-03-06,4.76,3.38,8.14,8.14,22,690,659.0,0.559,Malagueña,Cabra,Treatment
2723,1898,2023-03-29,3.99,3.46,7.45,7.45,20,1891,0.0,0.574,Florida,Cabra,Treatment
2724,1903,2023-03-28,4.47,3.2,7.67,7.67,12,772,504.0,0.568,Malagueña,Cabra,Treatment
2725,1903,2023-03-26,4.37,3.17,7.54,7.54,0,733,495.0,0.555,Malagueña,Cabra,Treatment
2726,1894,2023-03-27,3.75,3.13,8.69,6.88,18,1352,563.0,0.557,Payoya,Cabra,Treatment
2736,750,2023-03-30,4.7,3.55,8.25,8.25,0,900,335.0,0.564,Malagueña,Cabra,Treatment
2737,1524,2023-04-03,4.07,3.58,7.65,7.65,34,1901,374.0,0.553,Florida,Cabra,Veterinarian intervention
2738,1524,2023-04-01,4.04,3.46,7.5,7.5,104,1820,388.0,0.545,Florida,Cabra,Veterinarian intervention
2739,1893,2023-04-03,3.93,3.33,8.41,7.26,38,1520,471.0,0.53,Payoya,Cabra,Treatment
2819,1903,2023-04-07,4.81,3.37,8.18,8.18,0,979,566.0,0.565,Malagueña,Cabra,Treatment
2820,1911,2023-04-11,4.93,3.64,8.57,8.57,62,1418,454.0,0.572,Murciano-granadina,Cabra,Treatment
2857,1901,2023-04-04,4.47,3.31,13.07,7.78,14,1334,670.0,0.557,Malagueña,Cabra,Veterinarian intervention
2858,1901,2023-04-06,4.44,3.32,13.09,7.76,22,1237,661.0,0.563,Malagueña,Cabra,Veterinarian intervention
2859,1901,2023-04-08,4.5,3.4,13.16,7.9,15,1472,508.0,0.559,Malagueña,Cabra,Treatment
2860,1901,2023-04-10,4.58,3.38,13.27,7.96,23,1433,674.0,0.561,Malagueña,Cabra,Veterinarian intervention
2861,1901,2023-04-12,4.51,3.34,13.09,7.85,31,1604,497.0,0.561,Malagueña,Cabra,Treatment
2862,1902,2023-04-04,4.09,3.61,12.88,7.7,32,1095,695.0,0.561,Malagueña,Cabra,Treatment
2863,1902,2023-04-06,4.03,3.53,12.77,7.56,16,942,694.0,0.562,Malagueña,Cabra,Treatment
2864,1902,2023-04-08,4.14,3.6,12.84,7.74,32,956,548.0,0.558,Malagueña,Cabra,Treatment
2865,1902,2023-04-10,4.07,3.57,12.81,7.64,33,1320,675.0,0.562,Malagueña,Cabra,Treatment
2866,1902,2023-04-12,4.05,3.57,12.72,7.62,117,1096,563.0,0.559,Malagueña,Cabra,Veterinarian intervention
2867,1905,2023-04-05,4.92,3.94,14.25,8.86,0,1970,594.0,0.569,Murciano-granadina,Cabra,Treatment
2658,1524,2023-03-13,4.43,3.5,7.93,7.93,0,1865,565.0,0.549,Florida,Cabra,Treatment
2659,1898,2023-03-17,4.34,3.65,7.99,7.99,0,1842,0.0,0.575,Florida,Cabra,Treatment
2660,1903,2023-03-16,4.47,3.22,7.69,7.6899999999999995,14,742,574.0,0.562,Malagueña,Cabra,Treatment
2729,750,2023-03-28,4.62,3.62,8.24,8.24,0,1056,398.0,0.564,Malagueña,Cabra,Treatment
2730,1524,2023-03-30,3.92,3.46,7.38,7.38,52,1668,408.0,0.544,Florida,Cabra,Treatment
2811,750,2023-04-09,4.53,3.62,8.15,8.15,0,800,365.0,0.562,Malagueña,Cabra,Treatment
2812,1524,2023-04-10,3.88,3.71,7.59,7.59,35,1836,420.0,0.551,Florida,Cabra,Treatment
2813,1524,2023-04-09,3.9,3.68,7.58,7.58,29,1917,432.0,0.559,Florida,Cabra,Treatment
2814,1867,2023-04-10,6.46,5.0,10.83,11.46,46,1089,0.0,0.583,Assaf,Oveja,Treatment
2815,1867,2023-04-08,6.23,5.0,10.81,11.23,56,1060,0.0,0.582,Assaf,Oveja,Treatment
2816,1893,2023-04-10,4.17,3.51,8.83,7.68,0,1701,570.0,0.558,Payoya,Cabra,Treatment
2817,1898,2023-04-10,3.73,3.46,7.19,7.1899999999999995,0,2085,0.0,0.566,Florida,Cabra,Treatment
2818,1903,2023-04-10,4.59,3.42,8.01,8.01,43,976,599.0,0.563,Malagueña,Cabra,Treatment
2868,1905,2023-04-07,4.77,3.87,13.99,8.64,0,2071,486.0,0.568,Murciano-granadina,Cabra,Treatment
2869,1905,2023-04-09,4.79,3.84,14.13,8.63,2253,1574,600.0,0.574,Murciano-granadina,Cabra,Veterinarian intervention
2870,1905,2023-04-11,4.84,3.84,14.18,8.68,2570,1713,581.0,0.573,Murciano-granadina,Cabra,Veterinarian intervention
2871,1905,2023-04-13,4.67,3.83,13.96,8.5,861,2624,566.0,0.571,Murciano-granadina,Cabra,Veterinarian intervention
2872,1898,2023-04-14,3.89,3.45,7.34,7.34,0,1953,0.0,0.577,Florida,Cabra,Treatment
2873,1903,2023-04-13,4.45,3.31,7.76,7.76,17,790,634.0,0.566,Malagueña,Cabra,Treatment
2874,1912,2023-04-13,5.04,3.39,8.43,8.43,89,1187,563.0,0.546,Murciano-granadina,Cabra,Treatment
2887,1867,2023-04-17,5.94,4.89,10.7,10.83,36,966,0.0,0.58,Assaf,Oveja,Treatment
2888,1867,2023-04-15,5.99,4.94,10.7,10.93,36,968,0.0,0.59,Assaf,Oveja,Treatment
2889,1898,2023-04-18,3.67,3.46,7.13,7.13,0,1988,0.0,0.571,Florida,Cabra,Treatment
2896,750,2023-04-17,4.23,3.59,7.82,7.82,0,785,496.0,0.56,Malagueña,Cabra,Treatment
2897,1524,2023-04-20,3.94,3.57,7.51,7.51,32,2788,433.0,0.541,Florida,Cabra,Treatment
2898,1524,2023-04-18,3.99,3.61,7.6,7.6,36,2552,451.0,0.545,Florida,Cabra,Treatment
2899,1903,2023-04-19,4.44,3.28,7.72,7.720000000000001,17,808,647.0,0.567,Malagueña,Cabra,Treatment
2900,1903,2023-04-17,4.42,3.33,7.75,7.75,15,772,632.0,0.566,Malagueña,Cabra,Treatment
2901,1911,2023-04-21,4.74,3.37,8.11,8.11,28,1103,517.0,0.568,Murciano-granadina,Cabra,Treatment
2902,1912,2023-04-19,5.31,3.74,9.05,9.05,90,1371,639.0,0.564,Murciano-granadina,Cabra,Treatment
2903,1906,2023-04-04,4.49,3.41,8.93,7.9,28,657,609.0,0.562,Malagueña,Cabra,Treatment
2904,1906,2023-04-11,4.5,3.37,8.82,7.87,119,963,588.0,0.554,Malagueña,Cabra,Veterinarian intervention
2905,1906,2023-04-12,4.45,3.41,8.84,7.86,83,1136,650.0,0.559,Malagueña,Cabra,Veterinarian intervention
2906,1906,2023-04-17,4.29,3.39,8.86,7.68,79,884,606.0,0.56,Malagueña,Cabra,Treatment
2907,1910,2023-04-01,4.65,3.34,9.06,7.99,26,673,440.0,0.569,Florida,Cabra,Veterinarian intervention
2908,1910,2023-04-07,4.56,3.32,9.0,7.879999999999999,38,685,432.0,0.565,Florida,Cabra,Veterinarian intervention
2909,1910,2023-04-10,4.81,3.38,9.01,8.19,66,971,469.0,0.563,Florida,Cabra,Veterinarian intervention
2915,1909,2023-04-01,4.64,3.39,8.79,8.03,25,1271,614.0,0.563,Florida,Cabra,Veterinarian intervention
2916,1909,2023-04-07,4.36,3.46,8.82,7.82,13,1668,606.0,0.565,Florida,Cabra,Veterinarian intervention
3002,1901,2023-04-28,4.09,3.32,12.71,7.41,21,1295,656.0,0.559,Malagueña,Cabra,Treatment
3003,1901,2023-04-30,4.13,3.32,12.72,7.45,21,1498,517.0,0.557,Malagueña,Cabra,Treatment
3004,1902,2023-04-28,4.03,3.57,12.79,7.6,37,809,791.0,0.557,Malagueña,Cabra,Veterinarian intervention
3005,1902,2023-04-30,4.06,3.58,12.73,7.64,205,2113,644.0,0.559,Malagueña,Cabra,Veterinarian intervention
3006,1905,2023-05-01,4.63,3.91,14.02,8.54,0,2136,484.0,0.571,Murciano-granadina,Cabra,Treatment
3007,1905,2023-05-03,4.63,3.86,14.02,8.49,347,1867,450.0,0.573,Murciano-granadina,Cabra,Veterinarian intervention
3043,1898,2023-05-10,3.83,3.4,7.23,7.23,0,2145,0.0,0.582,Florida,Cabra,Treatment
3044,1903,2023-05-09,3.9,2.87,6.77,6.77,14,808,491.0,0.5,Malagueña,Cabra,Treatment
3046,750,2023-05-09,4.23,3.57,7.8,7.800000000000001,0,1528,591.0,0.555,Malagueña,Cabra,Treatment
3047,1524,2023-05-10,4.07,3.31,7.38,7.380000000000001,35,2232,465.0,0.543,Florida,Cabra,Treatment
3048,1867,2023-05-11,6.35,4.72,10.66,11.07,630,1071,0.0,0.582,Assaf,Oveja,Veterinarian intervention
3049,1867,2023-05-09,6.82,4.58,10.56,11.4,27,1091,0.0,0.581,Assaf,Oveja,Treatment
3050,1892,2023-05-08,4.43,3.28,8.77,7.709999999999999,25,952,643.0,0.553,Payoya,Cabra,Treatment
3051,1911,2023-05-11,4.46,3.18,7.64,7.640000000000001,42,1448,530.0,0.567,Murciano-granadina,Cabra,Treatment
3052,1898,2023-05-12,4.0,3.42,7.42,7.42,35,2476,0.0,0.581,Florida,Cabra,Treatment
3053,1903,2023-05-11,4.49,3.18,7.67,7.67,16,879,562.0,0.566,Malagueña,Cabra,Treatment
3061,1898,2023-05-14,4.12,3.45,7.57,7.57,0,2728,0.0,0.58,Florida,Cabra,Veterinarian intervention
3063,1893,2023-05-15,4.02,3.34,8.57,7.359999999999999,60,2693,520.0,0.558,Payoya,Cabra,Treatment
3064,1903,2023-05-13,4.66,3.2,7.86,7.86,12,1143,584.0,0.566,Malagueña,Cabra,Treatment
3065,1911,2023-05-15,4.38,3.16,7.54,7.54,32,1517,475.0,0.573,Murciano-granadina,Cabra,Treatment
3066,1912,2023-05-13,4.94,3.32,8.26,8.26,95,1422,629.0,0.562,Murciano-granadina,Cabra,Treatment
3068,1905,2023-05-13,4.71,3.87,14.06,8.58,0,2301,469.0,0.563,Murciano-granadina,Cabra,Veterinarian intervention
3150,750,2023-05-23,4.72,3.65,8.37,8.37,0,1899,490.0,0.56,Malagueña,Cabra,Treatment
3151,1524,2023-05-24,3.91,3.44,7.35,7.35,36,2188,461.0,0.544,Florida,Cabra,Treatment
3152,1867,2023-05-25,5.9,5.05,10.75,10.95,231,804,0.0,0.573,Assaf,Oveja,Veterinarian intervention
3153,1867,2023-05-23,6.63,4.99,10.76,11.620000000000001,209,965,0.0,0.585,Assaf,Oveja,Veterinarian intervention
3154,1892,2023-05-22,4.31,3.56,8.81,7.869999999999999,123,0,425.0,0.563,Payoya,Cabra,Veterinarian intervention
3155,1903,2023-05-23,4.63,3.34,7.97,7.97,30,1172,579.0,0.57,Malagueña,Cabra,Treatment
3156,1911,2023-05-25,4.44,3.26,7.7,7.7,0,1372,479.0,0.571,Murciano-granadina,Cabra,Treatment
3186,1867,2023-06-01,6.12,4.86,10.51,10.98,257,817,0.0,0.57,Assaf,Oveja,Veterinarian intervention
3187,1867,2023-05-30,6.53,4.94,10.63,11.47,27,931,0.0,0.576,Assaf,Oveja,Treatment
3188,1892,2023-05-29,5.28,3.27,8.68,8.55,16,885,575.0,0.552,Payoya,Cabra,Treatment
3039,1902,2023-05-04,4.17,3.58,12.88,7.75,184,1296,594.0,0.557,Malagueña,Cabra,Veterinarian intervention
3040,1902,2023-05-06,4.14,3.64,13.0,7.78,27,1070,599.0,0.557,Malagueña,Cabra,Treatment
3041,1905,2023-05-07,4.69,3.88,14.09,8.57,307,1946,541.0,0.575,Murciano-granadina,Cabra,Veterinarian intervention
3042,1905,2023-05-09,4.7,3.81,14.11,8.51,74,1669,510.0,0.573,Murciano-granadina,Cabra,Treatment
3056,1901,2023-05-08,4.1,3.35,12.73,7.45,20,1232,495.0,0.557,Malagueña,Cabra,Treatment
3057,1901,2023-05-10,4.08,3.34,12.66,7.42,10,1433,465.0,0.556,Malagueña,Cabra,Treatment
3058,1902,2023-05-08,4.11,3.54,12.83,7.65,13,837,583.0,0.554,Malagueña,Cabra,Treatment
3059,1902,2023-05-10,4.23,3.62,12.99,7.85,25,1224,574.0,0.555,Malagueña,Cabra,Treatment
3060,1905,2023-05-11,4.58,3.79,13.88,8.37,0,2517,439.0,0.568,Murciano-granadina,Cabra,Veterinarian intervention
3079,1912,2023-05-16,5.01,3.38,8.39,8.39,29,1436,601.0,0.564,Murciano-granadina,Cabra,Treatment
3080,1901,2023-05-12,4.05,3.34,12.6,7.39,28,1004,478.0,0.556,Malagueña,Cabra,Treatment
3081,1901,2023-05-14,4.03,3.36,12.66,7.39,10,1210,479.0,0.559,Malagueña,Cabra,Treatment
3082,1902,2023-05-12,3.91,3.58,12.6,7.49,38,1147,623.0,0.553,Malagueña,Cabra,Treatment
3083,1902,2023-05-14,4.02,3.59,12.75,7.61,59,1356,560.0,0.555,Malagueña,Cabra,Treatment
3115,750,2023-05-17,4.19,3.56,7.75,7.75,0,1557,577.0,0.556,Malagueña,Cabra,Treatment
3116,1867,2023-05-18,5.53,4.56,9.94,10.09,47,1004,0.0,0.532,Assaf,Oveja,Treatment
3117,1867,2023-05-16,6.84,4.78,10.56,11.620000000000001,62,973,0.0,0.579,Assaf,Oveja,Treatment
3118,1892,2023-05-15,4.34,3.4,8.85,7.74,0,950,594.0,0.56,Payoya,Cabra,Treatment
3119,1898,2023-05-18,3.99,3.5,7.49,7.49,0,3911,0.0,0.581,Florida,Cabra,Veterinarian intervention
3120,1903,2023-05-15,4.54,3.21,7.75,7.75,16,1057,541.0,0.547,Malagueña,Cabra,Treatment
3122,1901,2023-05-16,4.08,3.41,12.78,7.49,12,1353,449.0,0.559,Malagueña,Cabra,Treatment
3123,1902,2023-05-16,4.21,3.68,13.04,7.89,35,1427,577.0,0.554,Malagueña,Cabra,Treatment
3124,1905,2023-05-17,4.89,3.86,14.33,8.75,340,1993,441.0,0.568,Murciano-granadina,Cabra,Veterinarian intervention
3189,1898,2023-06-01,3.98,3.52,7.5,7.5,37,2101,0.0,0.573,Florida,Cabra,Treatment
3190,1903,2023-05-31,4.39,3.34,7.73,7.7299999999999995,24,1839,515.0,0.566,Malagueña,Cabra,Treatment
3194,1901,2023-05-26,4.11,3.34,12.75,7.45,33,1922,483.0,0.56,Malagueña,Cabra,Treatment
3195,1901,2023-05-28,4.14,3.38,12.85,7.52,28,2001,481.0,0.561,Malagueña,Cabra,Treatment
3196,1901,2023-05-30,3.99,3.41,12.63,7.4,11,1468,641.0,0.558,Malagueña,Cabra,Treatment
3197,1902,2023-05-26,4.23,3.67,13.18,7.9,30,1583,501.0,0.562,Malagueña,Cabra,Treatment
3198,1902,2023-05-28,4.25,3.64,13.1,7.89,31,2240,526.0,0.558,Malagueña,Cabra,Treatment
3199,1902,2023-05-30,4.16,3.57,12.95,7.73,31,1744,626.0,0.561,Malagueña,Cabra,Treatment
3200,1905,2023-05-29,4.63,3.88,13.97,8.51,0,1996,532.0,0.571,Murciano-granadina,Cabra,Treatment
3069,750,2023-05-15,4.06,3.46,7.52,7.52,0,1154,588.0,0.551,Malagueña,Cabra,Treatment
3070,750,2023-05-13,4.02,3.54,7.56,7.56,105,1289,543.0,0.557,Malagueña,Cabra,Treatment
3071,750,2023-05-11,4.11,3.46,7.57,7.57,0,1238,542.0,0.555,Malagueña,Cabra,Treatment
3072,1524,2023-05-14,4.12,3.32,7.44,7.4399999999999995,15,2057,475.0,0.557,Florida,Cabra,Treatment
3073,1524,2023-05-12,4.11,3.33,7.44,7.44,28,2432,479.0,0.559,Florida,Cabra,Treatment
3074,1867,2023-05-15,6.8,4.84,10.66,11.64,32,1042,0.0,0.581,Assaf,Oveja,Treatment
3075,1867,2023-05-13,6.48,4.86,10.72,11.34,32,1020,0.0,0.579,Assaf,Oveja,Treatment
3076,1898,2023-05-16,3.92,3.38,7.3,7.3,20,2023,0.0,0.574,Florida,Cabra,Treatment
3137,1867,2023-05-21,6.56,4.93,10.72,11.489999999999998,49,983,0.0,0.586,Assaf,Oveja,Treatment
3138,1903,2023-05-22,4.69,3.31,8.0,8.0,15,996,584.0,0.57,Malagueña,Cabra,Treatment
3139,1911,2023-05-23,4.53,3.33,7.86,7.86,28,1440,469.0,0.57,Murciano-granadina,Cabra,Treatment
3142,1901,2023-05-18,4.11,3.39,12.73,7.5,14,1181,529.0,0.557,Malagueña,Cabra,Treatment
3143,1901,2023-05-20,4.14,3.43,12.81,7.57,16,1511,532.0,0.557,Malagueña,Cabra,Treatment
3144,1902,2023-05-18,4.27,3.75,13.21,8.02,41,1226,606.0,0.556,Malagueña,Cabra,Treatment
3145,1902,2023-05-20,4.19,3.61,12.97,7.8,22,1320,625.0,0.556,Malagueña,Cabra,Treatment
3146,1905,2023-05-19,4.57,3.91,14.03,8.48,421,5001,574.0,0.568,Murciano-granadina,Cabra,Veterinarian intervention
3147,1905,2023-05-21,4.7,3.9,14.16,8.6,75,1968,403.0,0.571,Murciano-granadina,Cabra,Veterinarian intervention
3148,1905,2023-05-23,4.72,3.85,14.12,8.57,0,1644,376.0,0.57,Murciano-granadina,Cabra,Veterinarian intervention
3201,1905,2023-05-31,4.24,3.78,13.56,8.02,132,1804,574.0,0.57,Murciano-granadina,Cabra,Veterinarian intervention
3239,1901,2023-06-01,3.39,3.42,11.99,6.81,10,1718,604.0,0.559,Malagueña,Cabra,Treatment
3240,1901,2023-06-03,4.09,3.47,12.68,7.56,25,3030,637.0,0.561,Malagueña,Cabra,Veterinarian intervention
3241,1902,2023-06-01,4.05,3.42,12.77,7.47,28,1200,566.0,0.558,Malagueña,Cabra,Treatment
3242,1902,2023-06-03,4.17,3.55,12.96,7.72,39,1376,624.0,0.559,Malagueña,Cabra,Treatment
3243,1905,2023-06-04,4.52,3.93,13.92,8.45,156,2094,561.0,0.571,Murciano-granadina,Cabra,Veterinarian intervention
3258,1901,2023-06-05,3.97,3.46,12.58,7.43,44,1804,625.0,0.558,Malagueña,Cabra,Treatment
3259,1902,2023-06-05,4.12,3.46,12.8,7.58,30,1165,560.0,0.56,Malagueña,Cabra,Treatment
3260,1905,2023-06-06,4.53,3.89,13.9,8.42,177,1776,525.0,0.572,Murciano-granadina,Cabra,Veterinarian intervention
3261,1905,2023-06-08,4.53,3.85,13.78,8.38,0,2792,524.0,0.569,Murciano-granadina,Cabra,Veterinarian intervention
3289,1524,2023-06-15,4.05,3.38,7.43,7.43,90,2699,586.0,0.547,Florida,Cabra,Treatment
3084,1894,2023-04-23,3.96,3.25,8.47,7.21,35,2772,555.0,0.559,Payoya,Cabra,Veterinarian intervention
3085,1894,2023-04-30,3.79,3.09,8.38,6.88,16,2495,558.0,0.562,Payoya,Cabra,Veterinarian intervention
3086,1894,2023-05-01,3.38,3.19,8.4,6.57,20,3320,508.0,0.561,Payoya,Cabra,Veterinarian intervention
3087,1894,2023-05-06,3.95,3.18,8.35,7.130000000000001,127,3314,512.0,0.56,Payoya,Cabra,Veterinarian intervention
3088,1894,2023-05-09,3.85,3.16,8.28,7.01,25,3547,477.0,0.557,Payoya,Cabra,Veterinarian intervention
3089,1894,2023-05-12,3.86,3.13,8.31,6.99,17,2305,492.0,0.561,Payoya,Cabra,Veterinarian intervention
3090,1894,2023-05-13,3.35,3.18,8.36,6.53,14,3285,417.0,0.559,Payoya,Cabra,Veterinarian intervention
3091,1906,2023-04-27,4.27,3.33,8.71,7.6,38,679,590.0,0.558,Malagueña,Cabra,Treatment
3092,1906,2023-05-02,4.21,3.36,8.75,7.57,59,1181,573.0,0.559,Malagueña,Cabra,Treatment
3093,1906,2023-05-04,4.31,3.34,8.79,7.6499999999999995,94,736,563.0,0.561,Malagueña,Cabra,Treatment
3094,1906,2023-05-08,4.33,3.3,8.65,7.63,112,1058,568.0,0.552,Malagueña,Cabra,Veterinarian intervention
3095,1906,2023-05-10,4.42,3.33,8.67,7.75,77,1395,573.0,0.553,Malagueña,Cabra,Treatment
3096,1910,2023-04-29,4.46,3.38,9.03,7.84,65,713,426.0,0.572,Florida,Cabra,Veterinarian intervention
3097,1910,2023-05-03,4.09,3.29,8.9,7.38,699,735,434.0,0.57,Florida,Cabra,Veterinarian intervention
3098,1910,2023-05-06,4.16,3.28,8.84,7.4399999999999995,231,1077,449.0,0.568,Florida,Cabra,Veterinarian intervention
3099,1910,2023-05-09,4.26,3.28,8.84,7.539999999999999,152,838,465.0,0.569,Florida,Cabra,Veterinarian intervention
3100,1910,2023-05-12,3.93,3.21,8.79,7.140000000000001,230,801,456.0,0.567,Florida,Cabra,Veterinarian intervention
3101,1908,2023-05-02,4.02,3.4,8.75,7.42,76,1364,586.0,0.565,Florida,Cabra,Treatment
3102,1908,2023-05-04,3.99,3.39,8.73,7.380000000000001,123,1353,594.0,0.563,Florida,Cabra,Veterinarian intervention
3103,1908,2023-05-08,4.16,3.31,8.63,7.470000000000001,493,1096,580.0,0.563,Florida,Cabra,Veterinarian intervention
3104,1908,2023-05-10,4.33,3.56,8.87,7.890000000000001,122,1617,500.0,0.556,Florida,Cabra,Veterinarian intervention
3105,1909,2023-04-27,4.21,3.35,8.68,7.5600000000000005,64,1762,563.0,0.564,Florida,Cabra,Treatment
3106,1909,2023-05-01,4.05,3.35,8.63,7.4,90,1854,568.0,0.565,Florida,Cabra,Treatment
3107,1909,2023-05-05,4.12,3.37,8.63,7.49,55,1986,588.0,0.564,Florida,Cabra,Treatment
3108,1909,2023-05-09,4.1,3.36,8.61,7.459999999999999,72,2101,527.0,0.567,Florida,Cabra,Treatment
3109,1909,2023-05-13,4.59,3.28,8.46,7.869999999999999,96,1933,572.0,0.564,Florida,Cabra,Treatment
3110,1907,2023-04-27,3.8,3.42,8.68,7.22,8,1138,662.0,0.561,Malagueña,Cabra,Treatment
3111,1907,2023-05-01,3.53,3.49,8.75,7.02,19,717,677.0,0.565,Malagueña,Cabra,Treatment
3112,1907,2023-05-05,3.73,3.41,8.66,7.140000000000001,10,619,666.0,0.56,Malagueña,Cabra,Treatment
3113,1907,2023-05-09,3.71,3.43,8.72,7.140000000000001,7,914,684.0,0.563,Malagueña,Cabra,Treatment
3114,1907,2023-05-13,3.68,3.37,8.65,7.050000000000001,10,668,654.0,0.563,Malagueña,Cabra,Treatment
3174,1867,2023-05-29,6.33,5.02,10.78,11.35,36,358,0.0,0.581,Assaf,Oveja,Treatment
3175,1867,2023-05-27,6.17,5.04,10.78,11.21,73,635,0.0,0.58,Assaf,Oveja,Treatment
3176,1867,2023-05-26,6.47,5.42,10.95,11.89,8135,508,0.0,0.639,Assaf,Oveja,Veterinarian intervention
3177,1898,2023-05-30,4.0,3.63,7.63,7.63,39,2428,0.0,0.575,Florida,Cabra,Treatment
3178,1903,2023-05-29,4.39,3.3,7.69,7.6899999999999995,36,1582,541.0,0.559,Malagueña,Cabra,Treatment
3291,1898,2023-06-15,4.2,3.43,7.63,7.630000000000001,39,2304,0.0,0.57,Florida,Cabra,Treatment
3292,1903,2023-06-14,3.95,3.21,7.16,7.16,44,1183,552.0,0.553,Malagueña,Cabra,Treatment
3293,1901,2023-06-13,4.22,3.55,12.84,7.77,16,2995,660.0,0.56,Malagueña,Cabra,Veterinarian intervention
3161,1901,2023-05-22,4.09,3.42,12.85,7.51,19,1478,575.0,0.56,Malagueña,Cabra,Treatment
3162,1901,2023-05-24,4.17,3.31,12.86,7.48,14,1399,535.0,0.557,Malagueña,Cabra,Treatment
